sadf,scientificName,scientificNameAuthorship,genericcolumn1,locality,associatedTaxa,recordedBy,associatedCollectors,samplingEffort,locationRemarks,occurrenceRemarks,genericcolumn2,substrate,habitat,individualCount,reproductiveCondition,establishmentMeans,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,country,stateProvince,county,municipality,path,catalogNumber,identifiedBy,dateIdentified,otherCatalogNumbers,Unnamed: 30
2018-06-12,Hydrangea radiata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-122,
2018-06-12,Hydrangea radiata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-121,
2018-06-12,Hydrangea radiata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-120,
2018-06-12,Carpinus caroliniana,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-119,
2018-06-12,Hydrangea cinerea,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-118,
2018-06-12,Sanicula smallii,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-117,
2018-06-12,Acer saccharinum,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-116,
2018-06-12,Querucs rubra,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-115,
2018-06-12,Quercus rubra,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-114,
2018-06-12,Carpinus caroliniana,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-113,
2018-06-12,Polygonatum biflorum,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-112,
2018-06-12,Polygonatum biflorum,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-111,
2018-06-12,Neottia smallii,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-110,
2018-06-12,Glyceria nubigena,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-109,
2018-06-12,Glyceria nubigena,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-108,
2018-06-12,Mitchella repens,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-107,
2018-06-12,Mitchella repens,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-106,
2018-06-12,Dichanthelium latifolium,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-105,
2018-06-12,Dichanthelium dichotomum ssp. microcarpon,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-104,
2018-06-12,Acer rubrum,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-103,
2018-06-12,Acer rubrum,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-102,
2018-06-12,Quercus alba,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ","Euonymus americanus, Maianthemum racemosum, Polygonatum biflorum, Trillium catesbaei, Hamamelis virginiana, Quercus alba, Carex swanii, Clintonia umbellulata, Cornus alternifolia, Gaylussacia ursina, Hydrangea radiata, Mitchella repens, Neottia smallii, Rhododendron maximum, Corylus americana, Galax urceolata, Hexastylis shuttleworthii, Leucotchoe fontanesiana, Magnolia fraseri, Athyrium asplenioides, Dennstaedtia punctilobula, Parathelypteris noveboracensis, Polystichum acrostichoides, Medeola virginiana, Polygonatum biflorum","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,US,North Carolina,Macon County,Cashiers,,,,,42-101,
2018-06-12,,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ","Euonymus americanus, Maianthemum racemosum, Polygonatum biflorum, Trillium catesbaei, Hamamelis virginiana, Quercus alba, Carex swanii, Clintonia umbellulata, Cornus alternifolia, Gaylussacia ursina, Hydrangea radiata, Mitchella repens, Neottia smallii, Rhododendron maximum, Corylus americana, Galax urceolata, Hexastylis shuttleworthii, Leucotchoe fontanesiana, Magnolia fraseri, Athyrium asplenioides, Dennstaedtia punctilobula, Parathelypteris noveboracensis, Polystichum acrostichoides, Medeola virginiana, Polygonatum biflorum","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-#,
2018-06-12,Hexastylis shuttleworthii,(Britten & Baker) Small,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ","Galax urceolata, Clethra acuminata, Magnolia fraseri","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,US,North Carolina,Macon County,Cashiers,,,Carina Houck,,42-519,
2018-06-12,Leucothoe fontanesiana,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-102,
2018-06-12,Galax urceolata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ","Galax urceolata, Hexastylis shuttleworthii, Clethra acuminata, Magnolia fraseri","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,US,North Carolina,Macon County,Cashiers,,,,,42-101,
2018-06-07,Quercus stellata,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-5,
2018-06-05,Krigia virginica,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-389,
2018-06-09,Silene virginica var. virginica,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-340,
2018-06-04,Polygala curtissii,,,"US, Tennessee, Franklin County, Sherwood. Walls of Jericho Trail, approximately .2 mi along trail from parking lot in sandstone-dominant substrate of plateau.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Tennessee,,,,,,,,,35.00017,-86.05676,,429,,,,,,,,,5-339,
2018-06-10,Oxydendrum arboreum,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-338,
2018-06-04,Gamochaeta purpurea,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-336,
2018-06-13,Vaccinium arboreum,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-335,
2018-06-15,Caulophyllum thalictroides,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-334,
2018-06-14,Caulophyllum thalictroides,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-333,
2018-06-06,Hydrangea arborescens,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-331,
2018-06-11,Dennstaedtia punctilobula,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-330,
2018-06-08,Scutellaria integrifolia,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-329,
2018-06-12,Oxydendrum arboreum,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-2,
2018-06-04,Rubus phoenicolasius,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-183,
2018-06-04,Tradescantia ohiensis,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-101,
2018-06-04,,,,"US, Alabama, Jackson County, Pisgah. Xeric, graminoid-dominant site in TVA-owned powerline ROW with dispersed, seasonally-inundated sandstone glades.","Dennstaedtia punctilobula, Phytolacca americana, Rubus phoenicolasius, Tradescantia virginiana, Carex complanata, Cephalanthus occidentalis, Dichanthelium acuminatum ssp. lindheimeri, Juncus biflorus, Juncus secundus, Lolium perenne, Nuttallanthus canadensis, Rhus aromatica, Rumex acetosella, Asplenium platyneuron, Gamochaeta purpurea, Scutellaria integrifolia, Tradescantia ohiensis, Carya glabra, Smilax rotundifolia, Viburnum rufidulum, Coreopsis major, Lactuca canadensis, Carex brevior, Triodanis perfoliata biflora","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Alabama,,,,,,,,,34.730759,-85.855591,,429,,,,,,,,,4-#,
2018-05-29,,,,"US, Tennessee, Hamilton County, Signal Mountain, 3932 W Rd","Erigeron calcicola, Scutellaria incana, Solanum carolinense, Spigelia marilandica, Lathyrus latifolius, Lysimachia tonsa, Mazus pumilus, Polygala curtissii, Oxalis debilis","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Tennessee,,,,,,,,,35.12926,-85.32044,25.789,823,US,East Tennessee,Hamilton County,Signal Mountain,,,,,37-#,
2018-06-11,Poa autumnalis,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-9,
2018-06-11,Holcus lanatus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-8,
2018-06-11,Holcus lanatus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-7,
2018-06-11,Holcus lanatus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-6,
2018-06-11,Pteridium aquilinum,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-564,
2018-06-11,Polystichum acrostichoides,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-563,
2018-06-11,Asclepias exaltata,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-562,
2018-06-11,Phlox stolonifera,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-561,
2018-06-11,Polystichum acrostichoides,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-560,
2018-06-11,Dryopteris marginalis,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-559,
2018-06-11,Buckleya distichophylla ,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-5,
2018-06-11,Adiantum pedatum,L.,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.","Rubus odoratus, Ozmorhiza claytonii, Ozmorhiza claytonia, Lysimachia quadrifolia, Thaspium barbinode, Tilia amercana var. heterophylla, Securigera varia, Carex scoparia, Cryptotaenia canadensis, Ulmus rubra, Dryopteris marginalis, Lindera benzoin, Polystichum acrostichoides, Carpinus caroliniana, Carya glabra, Phegopteris hexagonoptera, Houstania caerulea, Galax urceolata, Juglans nigra, Carex aureolensis, Carex stipitata, Carex stipitata var. stipitata, Achillea millefolium, Trifolium pratense, Dropteris marginalis, Castanea dentata, Astilbe biternata, Hydrangea barbara, Holcus lanatus, Rumex obtusifolius, Leucanthemum vulgare, Rumex conglomeratus, Huperzia appressa, Laportea canadensis, Leucothoe fontanesiana, Phlox stolonifera, Adiantum peltatum, Boykinia aconitifolia, Carex virescens, Deparia acrostichoides, Scirpus atrovirens, Fagus grandifolia, Poa autumnalis, Potentilla simplex var. simplex, Sisyrinchium angustifolium, Triodanis perfoliata var. perfoliata, Rumex crispus, Chionanthus virginicus, Tilia americana var. americana, Pinus strobus, Rumex conglomeratus","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,US,North Carolina,Macon County,Highlands,,,Justin Swafford,,36-44,
2018-06-11,Potentilla simplex var. simplex,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-4,
2018-06-11,Dryopteris goldiana,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-35,
2018-06-11,Hydrophyllum canadense,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-34,
2018-06-11,Rumex crispus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-33,
2018-06-11,Rumex crispus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-32,
2018-06-11,Potentilla norvegica,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-31,
2018-06-11,Magnolia tripeltata,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-30,
2018-06-11,Tsuga canadensis,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-3,
2018-06-11,Rumex conglomeratus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-29,
2018-06-11,Clethra acuminata,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-28,
2018-06-11,Acer pensylvanicum ,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-27,
